id,Price,Area,Location,No. of Bedrooms,New/Resale,Gymnasium,Lift Available,Car Parking,Maintenance Staff,24x7 Security,Children's Play Area,Clubhouse,Intercom,Landscaped Gardens,Indoor Games,Gas Connection,Jogging Track,Swimming Pool
4468,8400000,2078,Talaghattapura,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4469,6188000,1561,Talaghattapura,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4470,8120000,1362,Talaghattapura,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4471,39000000,1766,Kudlu Gate,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4472,2840000,1730,Whitefield Hope Farm Junction,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4473,4000000,1500,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4474,3100000,1105,Uttarahalli Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4475,3859000,1450,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4476,23500000,3900,Hebbal,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
4477,23000000,941,Sarjapur Attibele,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4478,7208000,1040,AGS Layout Arehalli,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4479,6625000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4480,3800000,950,Anekal City,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4481,3100000,3613,ITPL,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
4482,3096000,2730,Sarjapur Road,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
4483,3249000,1360,RR Nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4484,3400000,1250,RR Nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4485,3100000,955,Bommasandra,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4486,3475000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4487,5750000,923,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4488,3100000,1010,Bommasandra,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4489,2745000,943,Chandapura,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4490,4057000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4491,2975000,875,Chandapura,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4492,2975000,1085,RR Nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4493,3100000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4494,4500000,645,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4495,15500000,1401,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4496,9400000,850,Koppa Begur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4497,7500000,850,Koppa Begur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4498,7000000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4499,4320000,1000,Bannerghatta Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4500,5700000,2268,Mahadevapura,4,1,9,9,9,9,,9,9,9,9,9,9,9,9
4501,2745000,1555,Electronic City Phase 1,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4502,3045000,1248,Electronic City Phase 1,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4503,13000000,1660,Budigere Cross,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4504,3180000,1110,AGS Layout Arehalli,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4505,3045000,1240,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4506,4054000,645,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4507,2900000,1017,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4508,2975000,1500,Sarjapur Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4509,3100000,1069,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4510,4864000,1019,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4511,7300000,1397,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4512,2856000,850,Koppa Begur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4513,8400000,875,Koppa Begur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4514,2848000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4515,3180000,1225,Anekal City,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4516,30000000,1322,Yelahanka,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
4517,20000000,835,Chandapura,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4518,7356000,1500,BEML Layout 5th Stage,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4519,3100000,944,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4520,2848000,1067,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4521,6500000,2289,JP Nagar Phase 7,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4522,4060000,1860,Adugodi,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4523,3045000,1415,Ramamurthy Nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4524,3261999,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4525,6188000,943,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4526,3100000,1535,Babusa Palya,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
4527,4100000,1402,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4528,5610000,1018,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4529,8400000,1100,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4530,5472000,1105,Uttarahalli Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4531,6528000,551,Bagalur,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4532,6528000,1020,Electronics City,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4533,2848000,1020,Kumaraswamy Layout Vittal Nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4534,4057000,1500,Raja Rajeshwari Nagar 5th Stage,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4535,6000000,1140,Pattanagere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4536,4133000,1360,Pattanagere Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4537,5160000,1360,5th Stage Raja Rajeshwari Nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4538,6528000,943,Sarjapur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4539,5256000,1400,Sarjapur Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4540,3050000,1240,Budigere Cross,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4541,2288000,1025,Anekal City,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4542,2800000,1074,Ideal Homes Co Operative Housing Society,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4543,8400000,1360,Poorna Pragna Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4544,8400000,1095,Poorna Pragna Layout,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4545,8400000,1020,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4546,8400000,520,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4547,7840000,850,Koppa Begur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4548,6188000,1500,Uttarahalli Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4549,6528000,1450,5th Stage BEML Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4550,8120000,1500,5th Stage BEML Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4551,7840000,1500,RR Nagar Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4552,8400000,1400,Dwaraka Nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4553,4505000,1105,Poorna Pragna Layout,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4554,2288000,1360,Krishna Garden Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4555,8200000,1450,Uttarahalli Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4556,2800000,1400,5th Stage BEML Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4557,8400000,1500,Poorna Pragna Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4558,8400000,850,RR Nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4559,8400000,520,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4560,8400000,1200,Ramamurthy Nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4561,6188000,850,Koppa Begur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4562,3859000,1500,Poorna Pragna Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4563,12700000,1500,Uttarahalli Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4564,4133000,1500,Gubbalala Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4565,3261999,1500,RR Nagar Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4566,6917000,1105,Uttarahalli Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4567,4133000,950,Anekal City,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4568,3100000,1480,RT Nager,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
4569,3260000,1025,Anekal City,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4570,4300000,1099,Sarjapur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4571,3100000,1250,Electronic City Phase 1,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4572,6500000,1025,Anekal City,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4573,45000000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4574,2745000,924,Chandapura,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4575,4505000,1140,KR Puram Bhattarahalli,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4576,8081999,925,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4577,4305000,1535,Babusa Palya,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
4578,3100000,3450,RMV 2nd Stage,4,1,9,9,9,9,,9,9,9,9,9,9,9,9
4579,4950000,645,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4580,2745000,850,RR Nagar Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4581,3079000,1525,BEML Layout 5th Stage,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4582,8120000,1230,Chandapura,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4583,6043000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4584,3484000,1411,Kadathanamale,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
4585,23000000,645,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4586,4144000,918,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4587,7000000,1450,Rajarajeshwari nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4588,4133000,1185,Narayanapura on Hennur Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4589,3100000,1183,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4590,8400000,2730,Sarjapur Road,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
4591,7840000,797,Manyata Tech Park Nagawara,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4592,2849000,1660,Budigere Cross,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4593,3100000,1025,Anekal City,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4594,23000000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4595,4237000,1500,Raja Rajeshwari Nagar 5th Stage,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4596,2288000,1400,5th Stage Raja Rajeshwari Nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4597,8400000,944,Chandapura Anekal Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4598,6188000,924,Sarjapur Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4599,8120000,2730,Sarjapur Road,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
4600,3099000,1467,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4601,2288000,520,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4602,10000000,1500,5th Stage BEML Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4603,4133000,1105,5th Stage Raja Rajeshwari Nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4604,2166000,1450,Raja Rajeshwari Nagar 5th Stage,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4605,4057000,923,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4606,6500000,520,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4607,3120000,1412,Begur,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
4608,5900000,1025,Anekal City,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4609,4000000,590,Chandapura,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4610,6360000,1399,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4611,3800000,1300,BEML Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4612,3100000,930,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4613,4500000,1334,Anagalapura Near Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4614,6500000,954,Anagalapura Near Hennur Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4615,3800000,1200,Rajarajeshwari nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4616,3800000,732,Manyata Tech Park Nagawara,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4617,2288000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4618,2288000,1050,8th Phase JP Nagar,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4619,6094000,1535,Nagavara,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4620,4000000,910,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4621,4000000,910,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4622,4000000,520,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4623,3800000,520,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4624,3800000,1172,Manyata Tech Park Nagawara,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4625,4000000,940,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4626,3800000,940,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4627,3100000,940,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4628,3100000,910,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4629,3100000,910,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4630,3100000,940,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4631,4833000,910,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4632,3800000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4633,3900000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4634,3900000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4635,3900000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4636,3800000,1076,Begur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4637,3800000,910,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4638,4000000,940,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4639,4860000,940,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4640,4000000,940,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4641,2851000,910,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4642,3180000,910,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4643,6200000,940,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4644,6700000,1086,Begur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4645,4300000,940,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4646,7000000,944,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4647,2975000,1068,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4648,2900000,1215,HBR Layout 4th Block,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4649,7593000,1007,Panathur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4650,8120000,1300,AGS Layout Arehalli,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4651,3800000,1375,Begur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4652,7350000,875,Koppa Begur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4653,2288000,875,Koppa Begur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4654,6528000,1550,Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4655,6528000,1450,Poornapragna Housing Society L,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4656,6528000,910,Abbigere,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4657,8400000,1322,Yelahanka,2,1,9,9,9,9,,9,9,9,9,9,9,9,9
4658,7840000,520,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4659,8400000,1360,RR Nagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4660,8400000,1360,Pattanagere Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4661,4133000,1360,BEML Layout 5th Stage,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4662,4800000,1500,Poorna Pragna Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4663,8400000,1400,Poorna Pragna Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4664,8120000,1500,Poorna Pragna Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4665,8400000,1500,Uttarahalli,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4666,6528000,1025,Anekal City,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4667,5256000,1573,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4668,3100000,1500,Uttarahalli,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4669,3565000,1450,Uttarahalli,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4670,3100000,1510,Uttarahalli,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4671,7900000,1360,Ideal Homes Co Operative Housing Society,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4672,5300000,1095,RR Nagar Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4673,7840000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4674,17600000,1100,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4675,6580000,926,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4676,6500000,930,Wheeler Road Extension,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4677,12000000,1183,Babusa Palya,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4678,8600000,1400,Uttarahalli,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4679,4320000,2162,Hegde Nagar,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
4680,3045000,1400,Vasanthapura Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4681,4133000,1410,Babusa Palya,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4682,3482000,1655,Varthur,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4683,2288000,1216,Varthur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4684,6400000,1110,AGS Layout Arehalli,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4685,5320000,1017,Sarjapur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4686,7038000,1025,Anekal City,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4687,3101000,1182,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4688,3100000,520,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4689,6094000,1406,Babusa Palya,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4690,7840000,1193,Babusabpalya,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4691,8400000,1380,Hennur Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4692,6858000,925,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4693,2288000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4694,3180000,1172,Telecom Layout Thanisandra,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4695,4144000,1400,Poornapragna Housing Society L,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4696,3801000,1500,BEML Layout 5th Stage,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4697,3030000,1400,Hennur Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4698,4146000,645,Anekal City,1,0,9,9,9,9,,9,9,9,9,9,9,9,9
4699,3100000,1068,Sarjapur,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4700,4237000,797,Manayata Tech Park,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4701,4054000,731,Manayata Tech Park,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4702,2899000,1010,Bommasandra,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4703,3045000,1197,Chandapura Anekal Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4704,3806000,924,Attibele,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4705,3800000,1467,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4706,6100000,1398,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4707,3650000,779,Attibele,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4708,6090000,1017,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4709,3946000,732,Manyata Tech Park Nagawara,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4710,3800000,728,MS Ramaiah North City Manayata Tech Park,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4711,3261999,1172,Thanisandra Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4712,2900000,703,Thanisandra Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4713,2900000,1172,Thanisandra Main Road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4714,6000000,759,Thanisandra Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4715,4057000,732,Thanisandra Main Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4716,4054000,1099,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4717,3261999,875,Koppa Begur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4718,3045000,850,Koppa Begur Road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4719,3180000,1350,BEML Layout,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4720,15000000,1399,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4721,11200000,1398,sarjapura attibele road,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4722,18400000,1099,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4723,10000000,1017,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4724,16500000,1068,sarjapura attibele road,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4725,9851000,1768,Near Peenya Industrial Area,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4726,15400000,1320,Near Peenya Industrial Area,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4727,16000000,2176,Near Peenya Industrial Area,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4728,13799999,1184,Near Peenya Industrial Area,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4729,10400000,1948,Near Peenya Industrial Area,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4730,16900000,1159,Near Peenya Industrial Area,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4731,21500000,1821,Near Peenya Industrial Area,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4732,19000000,1894,Near Peenya Industrial Area,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4733,16399999,1633,Near Peenya Industrial Area,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4734,11200000,1230,Near Peenya Industrial Area,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4735,9257000,1999,Near Peenya Industrial Area,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4736,8990000,2495,Near Peenya Industrial Area,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4737,7368000,2239,Near Peenya Industrial Area,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4738,8650000,1936,Near Peenya Industrial Area,4,0,9,9,9,9,,9,9,9,9,9,9,9,9
4739,8091000,1329,Near Peenya Industrial Area,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4740,7794000,1638,Nagarbhavi,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4741,17100000,1584,Nagarbhavi,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4742,17500000,1288,Nagarbhavi,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4743,17100000,1521,Nagarbhavi,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4744,11500000,1422,Nagarbhavi,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4745,5814000,1367,Nagarbhavi,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4746,6126000,2018,Rajajinagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4747,7738000,2060,Rajajinagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4748,5219000,2020,Rajajinagar,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4749,8103000,1570,Kannur on Thanisandra Main Road,3,1,9,9,9,9,,9,9,9,9,9,9,9,9
4750,5840000,1020,JP Nagar Phase 4,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4751,4184000,1120,Electronic City Phase 1,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4752,4078000,1430,Electronic City Phase 1,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4753,5698000,965,Electronic City Phase 1,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
4754,4510000,1500,Electronic City Phase 1,3,0,9,9,9,9,,9,9,9,9,9,9,9,9
4755,4989000,1065,Electronic City Phase 1,2,0,9,9,9,9,,9,9,9,9,9,9,9,9
